GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population
0100000US,,United States,1600000US1214400,1214400,United States - Florida - Coral Springs city,Coral Springs city,121096
0100000US,,United States,1600000US1216475,1216475,United States - Florida - Davie town,Davie town,91992
0100000US,,United States,1600000US1216525,1216525,United States - Florida - Daytona Beach city,Daytona Beach city,61005
0100000US,,United States,1600000US1216725,1216725,United States - Florida - Deerfield Beach city,Deerfield Beach city,75018
0100000US,,United States,1600000US1217100,1217100,United States - Florida - Delray Beach city,Delray Beach city,60522
0100000US,,United States,1600000US1217200,1217200,United States - Florida - Deltona city,Deltona city,85182
0100000US,,United States,1600000US1224000,1224000,United States - Florida - Fort Lauderdale city,Fort Lauderdale city,165521
0100000US,,United States,1600000US1224125,1224125,United States - Florida - Fort Myers city,Fort Myers city,62298
0100000US,,United States,1600000US1224562,1224562,United States - Florida - Fountainebleau CDP,Fountainebleau CDP,59764(r41077)
0100000US,,United States,1600000US1225175,1225175,United States - Florida - Gainesville city,Gainesville city,124354(r41078)
0100000US,,United States,1600000US1230000,1230000,United States - Florida - Hialeah city,Hialeah city,224669(r41081)
0100000US,,United States,1600000US1232000,1232000,United States - Florida - Hollywood city,Hollywood city,140768
0100000US,,United States,1600000US1232275,1232275,United States - Florida - Homestead city,Homestead city,60512(r41082)
0100000US,,United States,1600000US1235000,1235000,United States - Florida - Jacksonville city,Jacksonville city,821784
0100000US,,United States,1600000US1235875,1235875,United States - Florida - Jupiter town,Jupiter town,55156
0100000US,,United States,1600000US1236062,1236062,United States - Florida - Kendale Lakes CDP,Kendale Lakes CDP,56148
0100000US,,United States,1600000US1236100,1236100,United States - Florida - Kendall CDP,Kendall CDP,75371
0100000US,,United States,1600000US1236950,1236950,United States - Florida - Kissimmee city,Kissimmee city,59682
0100000US,,United States,1600000US1238250,1238250,United States - Florida - Lakeland city,Lakeland city,97422
0100000US,,United States,1600000US1239425,1239425,United States - Florida - Largo city,Largo city,77648
0100000US,,United States,1600000US1239550,1239550,United States - Florida - Lauderhill city,Lauderhill city,66887
0100000US,,United States,1600000US1239925,1239925,United States - Florida - Lehigh Acres CDP,Lehigh Acres CDP,86784
0100000US,,United States,1600000US1243125,1243125,United States - Florida - Margate city,Margate city,53284
0100000US,,United States,1600000US1243975,1243975,United States - Florida - Melbourne city,Melbourne city,76068(r41085)
0100000US,,United States,1600000US1245000,1245000,United States - Florida - Miami city,Miami city,399457(r41086)
0100000US,,United States,1600000US1245025,1245025,United States - Florida - Miami Beach city,Miami Beach city,87779(r41087)
0100000US,,United States,1600000US1245060,1245060,United States - Florida - Miami Gardens city,Miami Gardens city,107167(r41088)
0100000US,,United States,1600000US1245975,1245975,United States - Florida - Miramar city,Miramar city,122041
0100000US,,United States,1600000US1249450,1249450,United States - Florida - North Miami city,North Miami city,58786(r41090)
0100000US,,United States,1600000US1249675,1249675,United States - Florida - North Port city,North Port city,57357
0100000US,,United States,1600000US1250750,1250750,United States - Florida - Ocala city,Ocala city,56315
0100000US,,United States,1600000US1253000,1253000,United States - Florida - Orlando city,Orlando city,238300
0100000US,,United States,1600000US1254000,1254000,United States - Florida - Palm Bay city,Palm Bay city,103190
0100000US,,United States,1600000US1254200,1254200,United States - Florida - Palm Coast city,Palm Coast city,75180
0100000US,,United States,1600000US1254350,1254350,United States - Florida - Palm Harbor CDP,Palm Harbor CDP,57439
0100000US,,United States,1600000US1255775,1255775,United States - Florida - Pembroke Pines city,Pembroke Pines city,154750(r41095)
0100000US,,United States,1600000US1255925,1255925,United States - Florida - Pensacola city,Pensacola city,51923
0100000US,,United States,1600000US1256825,1256825,United States - Florida - Pine Hills CDP,Pine Hills CDP,60076
0100000US,,United States,1600000US1257425,1257425,United States - Florida - Plantation city,Plantation city,84955
0100000US,,United States,1600000US1257900,1257900,United States - Florida - Poinciana CDP,Poinciana CDP,53193
0100000US,,United States,1600000US1258050,1258050,United States - Florida - Pompano Beach city,Pompano Beach city,99845
0100000US,,United States,1600000US1258350,1258350,United States - Florida - Port Charlotte CDP,Port Charlotte CDP,54392
0100000US,,United States,1600000US1258575,1258575,United States - Florida - Port Orange city,Port Orange city,56048
0100000US,,United States,1600000US1258715,1258715,United States - Florida - Port St. Lucie city,Port St. Lucie city,164603
0100000US,,United States,1600000US1260950,1260950,United States - Florida - Riverview CDP,Riverview CDP,71050
0100000US,,United States,1600000US1263000,1263000,United States - Florida - St. Petersburg city,St. Petersburg city,244769
0100000US,,United States,1600000US1263650,1263650,United States - Florida - Sanford city,Sanford city,53570
0100000US,,United States,1600000US1264175,1264175,United States - Florida - Sarasota city,Sarasota city,51917
0100000US,,United States,1600000US1268350,1268350,United States - Florida - Spring Hill CDP,Spring Hill CDP,98621
0100000US,,United States,1600000US1269700,1269700,United States - Florida - Sunrise city,Sunrise city,84439
0100000US,,United States,1600000US1270600,1270600,United States - Florida - Tallahassee city,Tallahassee city,181376
0100000US,,United States,1600000US1270675,1270675,United States - Florida - Tamarac city,Tamarac city,60427
0100000US,,United States,1600000US1270700,1270700,United States - Florida - Tamiami CDP,Tamiami CDP,55271(r41097)
0100000US,,United States,1600000US1271000,1271000,United States - Florida - Tampa city,Tampa city,335709
0100000US,,United States,1600000US1271569,1271569,United States - Florida - The Hammocks CDP,The Hammocks CDP,51003
0100000US,,United States,1600000US1271625,1271625,United States - Florida - The Villages CDP,The Villages CDP,51442
0100000US,,United States,1600000US1272145,1272145,United States - Florida - Town 'n' Country CDP,Town 'n' Country CDP,78442
0100000US,,United States,1600000US1275812,1275812,United States - Florida - Wellington village,Wellington village,56508
0100000US,,United States,1600000US1276582,1276582,United States - Florida - Weston city,Weston city,65333
0100000US,,United States,1600000US1276600,1276600,United States - Florida - West Palm Beach city,West Palm Beach city,99919(r41100)
0100000US,,United States,0400000US13,13,United States - Georgia,Georgia,9687653(r41102)
0100000US,,United States,1600000US1301052,1301052,United States - Georgia - Albany city,Albany city,77434
0100000US,,United States,1600000US1301696,1301696,United States - Georgia - Alpharetta city,Alpharetta city,57551
0100000US,,United States,1700000US1303436,1303436,United States - Georgia - Athens-Clarke County unified government,Athens-Clarke County unified government,116714
0100000US,,United States,1600000US1303440,1303440,United States - Georgia - Athens-Clarke County unified government (balance),Athens-Clarke County unified government (balance),115452
0100000US,,United States,1600000US1304000,1304000,United States - Georgia - Atlanta city,Atlanta city,420003(r41503)
0100000US,,United States,1700000US1304200,1304200,United States - Georgia - Augusta-Richmond County consolidated government,Augusta-Richmond County consolidated government,200549
0100000US,,United States,1600000US1304204,1304204,United States - Georgia - Augusta-Richmond County consolidated government (balance),Augusta-Richmond County consolidated government (balance),195844
0100000US,,United States,1600000US1319000,1319000,United States - Georgia - Columbus city,Columbus city,189885
0100000US,,United States,1600000US1342425,1342425,United States - Georgia - Johns Creek city,Johns Creek city,76728
0100000US,,United States,1600000US1349000,1349000,United States - Georgia - Macon city,Macon city,91351
0100000US,,United States,1600000US1349756,1349756,United States - Georgia - Marietta city,Marietta city,56579
0100000US,,United States,1600000US1367284,1367284,United States - Georgia - Roswell city,Roswell city,88346
0100000US,,United States,1600000US1368516,1368516,United States - Georgia - Sandy Springs city,Sandy Springs city,93853(r41518)
0100000US,,United States,1600000US1369000,1369000,United States - Georgia - Savannah city,Savannah city,136286(r41519)
0100000US,,United States,1600000US1371492,1371492,United States - Georgia - Smyrna city,Smyrna city,51271
0100000US,,United States,1600000US1378800,1378800,United States - Georgia - Valdosta city,Valdosta city,54518
0100000US,,United States,1600000US1380508,1380508,United States - Georgia - Warner Robins city,Warner Robins city,66588
0100000US,,United States,0400000US15,15,United States - Hawaii,Hawaii,1360301
0100000US,,United States,1600000US1571550,1571550,United States - Hawaii - Urban Honolulu CDP,Urban Honolulu CDP,337256
0100000US,,United States,0400000US16,16,United States - Idaho,Idaho,1567582(r41542)
0100000US,,United States,1600000US1608830,1608830,United States - Idaho - Boise City city,Boise City city,205671
0100000US,,United States,1600000US1639700,1639700,United States - Idaho - Idaho Falls city,Idaho Falls city,56813(r41551)
0100000US,,United States,1600000US1652120,1652120,United States - Idaho - Meridian city,Meridian city,75092
0100000US,,United States,1600000US1656260,1656260,United States - Idaho - Nampa city,Nampa city,81557
0100000US,,United States,1600000US1664090,1664090,United States - Idaho - Pocatello city,Pocatello city,54255
0100000US,,United States,0400000US17,17,United States - Illinois,Illinois,12830632
0100000US,,United States,1600000US1702154,1702154,United States - Illinois - Arlington Heights village,Arlington Heights village,75101
0100000US,,United States,1600000US1703012,1703012,United States - Illinois - Aurora city,Aurora city,197899(r41895)
0100000US,,United States,1600000US1705573,1705573,United States - Illinois - Berwyn city,Berwyn city,56657
0100000US,,United States,1600000US1706613,1706613,United States - Illinois - Bloomington city,Bloomington city,76610
0100000US,,United States,1600000US1707133,1707133,United States - Illinois - Bolingbrook village,Bolingbrook village,73366
0100000US,,United States,1600000US1712385,1712385,United States - Illinois - Champaign city,Champaign city,81055
0100000US,,United States,1600000US1714000,1714000,United States - Illinois - Chicago city,Chicago city,2695598
0100000US,,United States,1600000US1714351,1714351,United States - Illinois - Cicero town,Cicero town,83891
0100000US,,United States,1600000US1718823,1718823,United States - Illinois - Decatur city,Decatur city,76122
0100000US,,United States,1600000US1719642,1719642,United States - Illinois - Des Plaines city,Des Plaines city,58364
0100000US,,United States,1600000US1723074,1723074,United States - Illinois - Elgin city,Elgin city,108188
0100000US,,United States,1600000US1724582,1724582,United States - Illinois - Evanston city,Evanston city,74486
0100000US,,United States,1600000US1735411,1735411,United States - Illinois - Hoffman Estates village,Hoffman Estates village,51895
0100000US,,United States,1600000US1738570,1738570,United States - Illinois - Joliet city,Joliet city,147433
0100000US,,United States,1600000US1751089,1751089,United States - Illinois - Mount Prospect village,Mount Prospect village,54167
0100000US,,United States,1600000US1751622,1751622,United States - Illinois - Naperville city,Naperville city,141853
0100000US,,United States,1600000US1753234,1753234,United States - Illinois - Normal town,Normal town,52497
0100000US,,United States,1600000US1754820,1754820,United States - Illinois - Oak Lawn village,Oak Lawn village,56690
0100000US,,United States,1600000US1754885,1754885,United States - Illinois - Oak Park village,Oak Park village,51878
0100000US,,United States,1600000US1756640,1756640,United States - Illinois - Orland Park village,Orland Park village,56767
0100000US,,United States,1600000US1757225,1757225,United States - Illinois - Palatine village,Palatine village,68557
0100000US,,United States,1600000US1759000,1759000,United States - Illinois - Peoria city,Peoria city,115007
0100000US,,United States,1600000US1765000,1765000,United States - Illinois - Rockford city,Rockford city,152871
0100000US,,United States,1600000US1768003,1768003,United States - Illinois - Schaumburg village,Schaumburg village,74227
0100000US,,United States,1600000US1770122,1770122,United States - Illinois - Skokie village,Skokie village,64784
0100000US,,United States,1600000US1772000,1772000,United States - Illinois - Springfield city,Springfield city,116250
0100000US,,United States,1600000US1775484,1775484,United States - Illinois - Tinley Park village,Tinley Park village,56703
0100000US,,United States,1600000US1779293,1779293,United States - Illinois - Waukegan city,Waukegan city,89078
0100000US,,United States,1600000US1781048,1781048,United States - Illinois - Wheaton city,Wheaton city,52894
0100000US,,United States,0400000US18,18,United States - Indiana,Indiana,6483802
0100000US,,United States,1600000US1801468,1801468,United States - Indiana - Anderson city,Anderson city,56129
0100000US,,United States,1600000US1805860,1805860,United States - Indiana - Bloomington city,Bloomington city,80405
0100000US,,United States,1600000US1810342,1810342,United States - Indiana - Carmel city,Carmel city,79191
0100000US,,United States,1600000US1820728,1820728,United States - Indiana - Elkhart city,Elkhart city,50949
0100000US,,United States,1600000US1822000,1822000,United States - Indiana - Evansville city,Evansville city,117429
0100000US,,United States,1600000US1823278,1823278,United States - Indiana - Fishers town,Fishers town,76794
0100000US,,United States,1600000US1825000,1825000,United States - Indiana - Fort Wayne city,Fort Wayne city,253691(r41986)
0100000US,,United States,1600000US1827000,1827000,United States - Indiana - Gary city,Gary city,80294
0100000US,,United States,1600000US1831000,1831000,United States - Indiana - Hammond city,Hammond city,80830
0100000US,,United States,1700000US1836000,1836000,United States - Indiana - Indianapolis city,Indianapolis city,829718
0100000US,,United States,1600000US1836003,1836003,United States - Indiana - Indianapolis city (balance),Indianapolis city (balance),820445
0100000US,,United States,1600000US1840788,1840788,United States - Indiana - Lafayette city,Lafayette city,67140
0100000US,,United States,1600000US1851876,1851876,United States - Indiana - Muncie city,Muncie city,70085
0100000US,,United States,1600000US1854180,1854180,United States - Indiana - Noblesville city,Noblesville city,51969
0100000US,,United States,1600000US1871000,1871000,United States - Indiana - South Bend city,South Bend city,101168(r41990)
0100000US,,United States,1600000US1875428,1875428,United States - Indiana - Terre Haute city,Terre Haute city,60785
0100000US,,United States,0400000US19,19,United States - Iowa,Iowa,3046355
0100000US,,United States,1600000US1901855,1901855,United States - Iowa - Ames city,Ames city,58965
0100000US,,United States,1600000US1912000,1912000,United States - Iowa - Cedar Rapids city,Cedar Rapids city,126326
0100000US,,United States,1600000US1916860,1916860,United States - Iowa - Council Bluffs city,Council Bluffs city,62230
0100000US,,United States,1600000US1919000,1919000,United States - Iowa - Davenport city,Davenport city,99685(r42149)
0100000US,,United States,1600000US1921000,1921000,United States - Iowa - Des Moines city,Des Moines city,203433(r42150)
0100000US,,United States,1600000US1922395,1922395,United States - Iowa - Dubuque city,Dubuque city,57637
0100000US,,United States,1600000US1938595,1938595,United States - Iowa - Iowa City city,Iowa City city,67862
0100000US,,United States,1600000US1973335,1973335,United States - Iowa - Sioux City city,Sioux City city,82684
0100000US,,United States,1600000US1982425,1982425,United States - Iowa - Waterloo city,Waterloo city,68406
0100000US,,United States,1600000US1983910,1983910,United States - Iowa - West Des Moines city,West Des Moines city,56609
0100000US,,United States,0400000US20,20,United States - Kansas,Kansas,2853118
0100000US,,United States,1600000US2036000,2036000,United States - Kansas - Kansas City city,Kansas City city,145786
0100000US,,United States,1600000US2038900,2038900,United States - Kansas - Lawrence city,Lawrence city,87643
0100000US,,United States,1600000US2044250,2044250,United States - Kansas - Manhattan city,Manhattan city,52281
0100000US,,United States,1600000US2052575,2052575,United States - Kansas - Olathe city,Olathe city,125872
0100000US,,United States,1600000US2053775,2053775,United States - Kansas - Overland Park city,Overland Park city,173372
0100000US,,United States,1600000US2064500,2064500,United States - Kansas - Shawnee city,Shawnee city,62209
0100000US,,United States,1600000US2071000,2071000,United States - Kansas - Topeka city,Topeka city,127473
0100000US,,United States,1600000US2079000,2079000,United States - Kansas - Wichita city,Wichita city,382368
0100000US,,United States,0400000US21,21,United States - Kentucky,Kentucky,4339367
0100000US,,United States,1600000US2108902,2108902,United States - Kentucky - Bowling Green city,Bowling Green city,58067
0100000US,,United States,1600000US2146027,2146027,United States - Kentucky - Lexington-Fayette urban county,Lexington-Fayette urban county,295803
0100000US,,United States,1700000US2148003,2148003,United States - Kentucky - Louisville/Jefferson County metro government,Louisville/Jefferson County metro government,741096
0100000US,,United States,1600000US2148006,2148006,United States - Kentucky - Louisville/Jefferson County metro government (balance),Louisville/Jefferson County metro government (balance),597337
0100000US,,United States,1600000US2158620,2158620,United States - Kentucky - Owensboro city,Owensboro city,57265
0100000US,,United States,0400000US22,22,United States - Louisiana,Louisiana,4533372
0100000US,,United States,1600000US2205000,2205000,United States - Louisiana - Baton Rouge city,Baton Rouge city,229493
0100000US,,United States,1600000US2208920,2208920,United States - Louisiana - Bossier City city,Bossier City city,61315
0100000US,,United States,1600000US2239475,2239475,United States - Louisiana - Kenner city,Kenner city,66702
0100000US,,United States,1600000US2240735,2240735,United States - Louisiana - Lafayette city,Lafayette city,120623
0100000US,,United States,1600000US2241155,2241155,United States - Louisiana - Lake Charles city,Lake Charles city,71993
0100000US,,United States,1600000US2250115,2250115,United States - Louisiana - Metairie CDP,Metairie CDP,138481
0100000US,,United States,1600000US2255000,2255000,United States - Louisiana - New Orleans city,New Orleans city,343829
0100000US,,United States,1600000US2270000,2270000,United States - Louisiana - Shreveport city,Shreveport city,199311
0100000US,,United States,0400000US23,23,United States - Maine,Maine,1328361
0100000US,,United States,1600000US2360545,2360545,United States - Maine - Portland city,Portland city,66194
0100000US,,United States,0400000US24,24,United States - Maryland,Maryland,5773552(r42264)
0100000US,,United States,1600000US2404000,2404000,United States - Maryland - Baltimore city,Baltimore city,620961(r44982)
0100000US,,United States,1600000US2407125,2407125,United States - Maryland - Bethesda CDP,Bethesda CDP,60858
0100000US,,United States,1600000US2408775,2408775,United States - Maryland - Bowie city,Bowie city,54727
0100000US,,United States,1600000US2419125,2419125,United States - Maryland - Columbia CDP,Columbia CDP,99615
0100000US,,United States,1600000US2423975,2423975,United States - Maryland - Dundalk CDP,Dundalk CDP,63597
0100000US,,United States,1600000US2426000,2426000,United States - Maryland - Ellicott City CDP,Ellicott City CDP,65834
0100000US,,United States,1600000US2430325,2430325,United States - Maryland - Frederick city,Frederick city,65239
0100000US,,United States,1600000US2431175,2431175,United States - Maryland - Gaithersburg city,Gaithersburg city,59933
0100000US,,United States,1600000US2432025,2432025,United States - Maryland - Germantown CDP,Germantown CDP,86395
0100000US,,United States,1600000US2432650,2432650,United States - Maryland - Glen Burnie CDP,Glen Burnie CDP,67639
0100000US,,United States,1600000US2467675,2467675,United States - Maryland - Rockville city,Rockville city,61209
0100000US,,United States,1600000US2472450,2472450,United States - Maryland - Silver Spring CDP,Silver Spring CDP,71452
0100000US,,United States,1600000US2478425,2478425,United States - Maryland - Towson CDP,Towson CDP,55197(r44992)
0100000US,,United States,1600000US2481175,2481175,United States - Maryland - Waldorf CDP,Waldorf CDP,67752
0100000US,,United States,0400000US25,25,United States - Massachusetts,Massachusetts,6547629
0100000US,,United States,1600000US2507000,2507000,United States - Massachusetts - Boston city,Boston city,617594(r45120)
0100000US,,United States,1600000US2509000,2509000,United States - Massachusetts - Brockton city,Brockton city,93810
0100000US,,United States,0600000US2502109175,2502109175,"United States - Massachusetts - Brookline town, Norfolk County","Brookline town, Norfolk County",58732(r45077)
0100000US,,United States,1600000US2509210,2509210,United States - Massachusetts - Brookline CDP,Brookline CDP,58732(r45121)
0100000US,,United States,1600000US2511000,2511000,United States - Massachusetts - Cambridge city,Cambridge city,105162
0100000US,,United States,1600000US2513660,2513660,United States - Massachusetts - Chicopee city,Chicopee city,55298
0100000US,,United States,1600000US2523000,2523000,United States - Massachusetts - Fall River city,Fall River city,88857
0100000US,,United States,0600000US2501724925,2501724925,"United States - Massachusetts - Framingham town, Middlesex County","Framingham town, Middlesex County",68318
0100000US,,United States,1600000US2524960,2524960,United States - Massachusetts - Framingham CDP,Framingham CDP,68318
0100000US,,United States,1600000US2529405,2529405,United States - Massachusetts - Haverhill city,Haverhill city,60879
0100000US,,United States,1600000US2534550,2534550,United States - Massachusetts - Lawrence city,Lawrence city,76377
0100000US,,United States,1600000US2537000,2537000,United States - Massachusetts - Lowell city,Lowell city,106519
0100000US,,United States,1600000US2537490,2537490,United States - Massachusetts - Lynn city,Lynn city,90329
0100000US,,United States,1600000US2537875,2537875,United States - Massachusetts - Malden city,Malden city,59450
0100000US,,United States,1600000US2539835,2539835,United States - Massachusetts - Medford city,Medford city,56173(r45122)
0100000US,,United States,1600000US2545000,2545000,United States - Massachusetts - New Bedford city,New Bedford city,95072
0100000US,,United States,1600000US2545560,2545560,United States - Massachusetts - Newton city,Newton city,85146
0100000US,,United States,1600000US2552490,2552490,United States - Massachusetts - Peabody city,Peabody city,51251
0100000US,,United States,0600000US2502354310,2502354310,"United States - Massachusetts - Plymouth town, Plymouth County","Plymouth town, Plymouth County",56468
0100000US,,United States,1600000US2555745,2555745,United States - Massachusetts - Quincy city,Quincy city,92271
0100000US,,United States,1600000US2556585,2556585,United States - Massachusetts - Revere city,Revere city,51755
0100000US,,United States,1600000US2562535,2562535,United States - Massachusetts - Somerville city,Somerville city,75754(r45124)
0100000US,,United States,1600000US2567000,2567000,United States - Massachusetts - Springfield city,Springfield city,153060
0100000US,,United States,1600000US2569170,2569170,United States - Massachusetts - Taunton city,Taunton city,55874
0100000US,,United States,1600000US2572600,2572600,United States - Massachusetts - Waltham city,Waltham city,60632
0100000US,,United States,1600000US2578972,2578972,United States - Massachusetts - Weymouth Town city,Weymouth Town city,53743
0100000US,,United States,1600000US2582000,2582000,United States - Massachusetts - Worcester city,Worcester city,181045
0100000US,,United States,0400000US26,26,United States - Michigan,Michigan,9883640(r45127)
0100000US,,United States,1600000US2603000,2603000,United States - Michigan - Ann Arbor city,Ann Arbor city,113934
0100000US,,United States,1600000US2605920,2605920,United States - Michigan - Battle Creek city,Battle Creek city,52347
0100000US,,United States,0600000US2616313120,2616313120,"United States - Michigan - Canton charter township, Wayne County","Canton charter township, Wayne County",90173
0100000US,,United States,0600000US2609916520,2609916520,"United States - Michigan - Clinton charter township, Macomb County","Clinton charter township, Macomb County",96796
0100000US,,United States,1600000US2621000,2621000,United States - Michigan - Dearborn city,Dearborn city,98153(r46016)
0100000US,,United States,1600000US2621020,2621020,United States - Michigan - Dearborn Heights city,Dearborn Heights city,57774
0100000US,,United States,1600000US2622000,2622000,United States - Michigan - Detroit city,Detroit city,713777(r46017)
0100000US,,United States,1600000US2627440,2627440,United States - Michigan - Farmington Hills city,Farmington Hills city,79740
0100000US,,United States,1600000US2629000,2629000,United States - Michigan - Flint city,Flint city,102434
0100000US,,United States,1600000US2634000,2634000,United States - Michigan - Grand Rapids city,Grand Rapids city,188040
0100000US,,United States,1600000US2642160,2642160,United States - Michigan - Kalamazoo city,Kalamazoo city,74262
0100000US,,United States,1600000US2646000,2646000,United States - Michigan - Lansing city,Lansing city,114297
0100000US,,United States,1600000US2649000,2649000,United States - Michigan - Livonia city,Livonia city,96942
0100000US,,United States,0600000US2609950480,2609950480,"United States - Michigan - Macomb township, Macomb County","Macomb township, Macomb County",79580
0100000US,,United States,1600000US2659440,2659440,United States - Michigan - Novi city,Novi city,55224
0100000US,,United States,1600000US2665440,2665440,United States - Michigan - Pontiac city,Pontiac city,59515
0100000US,,United States,1600000US2669035,2669035,United States - Michigan - Rochester Hills city,Rochester Hills city,70995
0100000US,,United States,1600000US2670040,2670040,United States - Michigan - Royal Oak city,Royal Oak city,57236
0100000US,,United States,1600000US2670520,2670520,United States - Michigan - Saginaw city,Saginaw city,51508
0100000US,,United States,1600000US2670760,2670760,United States - Michigan - St. Clair Shores city,St. Clair Shores city,59715
0100000US,,United States,0600000US2609972820,2609972820,"United States - Michigan - Shelby charter township, Macomb County","Shelby charter township, Macomb County",73804
0100000US,,United States,1600000US2674900,2674900,United States - Michigan - Southfield city,Southfield city,71739
0100000US,,United States,1600000US2676460,2676460,United States - Michigan - Sterling Heights city,Sterling Heights city,129699
0100000US,,United States,1600000US2679000,2679000,United States - Michigan - Taylor city,Taylor city,63131
0100000US,,United States,1600000US2680700,2680700,United States - Michigan - Troy city,Troy city,80980
0100000US,,United States,1600000US2684000,2684000,United States - Michigan - Warren city,Warren city,134056
0100000US,,United States,0600000US2612584240,2612584240,"United States - Michigan - Waterford charter township, Oakland County","Waterford charter township, Oakland County",71707
0100000US,,United States,0600000US2612585480,2612585480,"United States - Michigan - West Bloomfield charter township, Oakland County","West Bloomfield charter township, Oakland County",64690
0100000US,,United States,1600000US2686000,2686000,United States - Michigan - Westland city,Westland city,84094
0100000US,,United States,1600000US2688940,2688940,United States - Michigan - Wyoming city,Wyoming city,72125
0100000US,,United States,0600000US2616189160,2616189160,"United States - Michigan - Ypsilanti charter township, Washtenaw County","Ypsilanti charter township, Washtenaw County",53362
0100000US,,United States,0400000US27,27,United States - Minnesota,Minnesota,5303925
0100000US,,United States,1600000US2706382,2706382,United States - Minnesota - Blaine city,Blaine city,57186
0100000US,,United States,1600000US2706616,2706616,United States - Minnesota - Bloomington city,Bloomington city,82893
0100000US,,United States,1600000US2707966,2707966,United States - Minnesota - Brooklyn Park city,Brooklyn Park city,75781
0100000US,,United States,1600000US2708794,2708794,United States - Minnesota - Burnsville city,Burnsville city,60306
0100000US,,United States,1600000US2713114,2713114,United States - Minnesota - Coon Rapids city,Coon Rapids city,61476
0100000US,,United States,1600000US2717000,2717000,United States - Minnesota - Duluth city,Duluth city,86265
0100000US,,United States,1600000US2717288,2717288,United States - Minnesota - Eagan city,Eagan city,64206
0100000US,,United States,1600000US2718116,2718116,United States - Minnesota - Eden Prairie city,Eden Prairie city,60797
0100000US,,United States,1600000US2735180,2735180,United States - Minnesota - Lakeville city,Lakeville city,55954
0100000US,,United States,1600000US2740166,2740166,United States - Minnesota - Maple Grove city,Maple Grove city,61567
0100000US,,United States,1600000US2743000,2743000,United States - Minnesota - Minneapolis city,Minneapolis city,382578
0100000US,,United States,1600000US2751730,2751730,United States - Minnesota - Plymouth city,Plymouth city,70576
0100000US,,United States,1600000US2754880,2754880,United States - Minnesota - Rochester city,Rochester city,106769
0100000US,,United States,1600000US2756896,2756896,United States - Minnesota - St. Cloud city,St. Cloud city,65842
0100000US,,United States,1600000US2758000,2758000,United States - Minnesota - St. Paul city,St. Paul city,285068
0100000US,,United States,1600000US2771428,2771428,United States - Minnesota - Woodbury city,Woodbury city,61961
0100000US,,United States,0400000US28,28,United States - Mississippi,Mississippi,2967297
0100000US,,United States,1600000US2829700,2829700,United States - Mississippi - Gulfport city,Gulfport city,67793
0100000US,,United States,1600000US2836000,2836000,United States - Mississippi - Jackson city,Jackson city,173514
0100000US,,United States,0400000US29,29,United States - Missouri,Missouri,5988927
0100000US,,United States,1600000US2906652,2906652,United States - Missouri - Blue Springs city,Blue Springs city,52575
0100000US,,United States,1600000US2915670,2915670,United States - Missouri - Columbia city,Columbia city,108500
0100000US,,United States,1600000US2924778,2924778,United States - Missouri - Florissant city,Florissant city,52158
0100000US,,United States,1600000US2935000,2935000,United States - Missouri - Independence city,Independence city,116830
0100000US,,United States,1600000US2937592,2937592,United States - Missouri - Joplin city,Joplin city,50150
0100000US,,United States,1600000US2938000,2938000,United States - Missouri - Kansas City city,Kansas City city,459787
0100000US,,United States,1600000US2941348,2941348,United States - Missouri - Lee's Summit city,Lee's Summit city,91364
0100000US,,United States,1600000US2954074,2954074,United States - Missouri - O'Fallon city,O'Fallon city,79329
0100000US,,United States,1600000US2964082,2964082,United States - Missouri - St. Charles city,St. Charles city,65794
0100000US,,United States,1600000US2964550,2964550,United States - Missouri - St. Joseph city,St. Joseph city,76780
0100000US,,United States,1600000US2965000,2965000,United States - Missouri - St. Louis city,St. Louis city,319294
0100000US,,United States,1600000US2965126,2965126,United States - Missouri - St. Peters city,St. Peters city,52575
0100000US,,United States,1600000US2970000,2970000,United States - Missouri - Springfield city,Springfield city,159498
0100000US,,United States,0400000US30,30,United States - Montana,Montana,989415
0100000US,,United States,1600000US3006550,3006550,United States - Montana - Billings city,Billings city,104170
0100000US,,United States,1600000US3032800,3032800,United States - Montana - Great Falls city,Great Falls city,58505
0100000US,,United States,1600000US3050200,3050200,United States - Montana - Missoula city,Missoula city,66788
0100000US,,United States,0400000US31,31,United States - Nebraska,Nebraska,1826341
0100000US,,United States,1600000US3103950,3103950,United States - Nebraska - Bellevue city,Bellevue city,50137
0100000US,,United States,1600000US3128000,3128000,United States - Nebraska - Lincoln city,Lincoln city,258379
0100000US,,United States,1600000US3137000,3137000,United States - Nebraska - Omaha city,Omaha city,408958
0100000US,,United States,0400000US32,32,United States - Nevada,Nevada,2700551
0100000US,,United States,1600000US3209700,3209700,United States - Nevada - Carson City,Carson City,55274
0100000US,,United States,1600000US3223770,3223770,United States - Nevada - Enterprise CDP,Enterprise CDP,108481
0100000US,,United States,1600000US3231900,3231900,United States - Nevada - Henderson city,Henderson city,257729
0100000US,,United States,1600000US3240000,3240000,United States - Nevada - Las Vegas city,Las Vegas city,583756(r46220)
